# y+ ()       
# Time        	patch         	min           	max           	average       
0.0118819     	propellerTip	3.438919e+00	1.419156e+02	2.237087e+01
0.0120252     	walls	4.289906e-01	4.552755e+01	1.440782e+01
0.0120252     	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.0120252     	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.0120252     	propellerTip	3.416515e+00	1.403356e+02	2.225960e+01
0.0121685     	walls	4.948736e-01	4.567966e+01	1.447712e+01
0.0121685     	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.0121685     	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.0121685     	propellerTip	3.400123e+00	1.388608e+02	2.214009e+01
0.0123116     	walls	3.579439e-01	4.582613e+01	1.454620e+01
